"Statistic Label","Month","Airports in Ireland","Country","Direction","Flight Type","UNIT","VALUE"
"Passengers","2023 September","Dublin","Slovenia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Slovenia","Departure","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Spain","Arrival","Scheduled","Thousand","175.1"
"Passengers","2023 September","Dublin","Spain","Departure","Scheduled","Thousand","174.8"
"Passengers","2023 September","Dublin","Canary Islands","Arrival","Scheduled","Thousand","42.3"
"Passengers","2023 September","Dublin","Canary Islands","Departure","Scheduled","Thousand","42.3"
"Passengers","2023 September","Dublin","Sweden","Arrival","Scheduled","Thousand","10.3"
"Passengers","2023 September","Dublin","Sweden","Departure","Scheduled","Thousand","8.2"
"Passengers","2023 September","Dublin","EU27 excl Ireland 2020","Arrival","Scheduled","Thousand","829.3"
"Passengers","2023 September","Dublin","EU27 excl Ireland 2020","Departure","Scheduled","Thousand","803.3"
"Passengers","2023 September","Dublin","United Kingdom (1)","Arrival","Scheduled","Thousand","374.1"
"Passengers","2023 September","Dublin","United Kingdom (1)","Departure","Scheduled","Thousand","394.3"
"Passengers","2023 September","Dublin","England","Arrival","Scheduled","Thousand","313.4"
"Passengers","2023 September","Dublin","England","Departure","Scheduled","Thousand","334.3"
"Passengers","2023 September","Dublin","Northern Ireland","Arrival","Scheduled","Thousand","0.3"
"Passengers","2023 September","Dublin","Northern Ireland","Departure","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Scotland","Arrival","Scheduled","Thousand","54.4"
"Passengers","2023 September","Dublin","Scotland","Departure","Scheduled","Thousand","53.5"
"Passengers","2023 September","Dublin","Wales","Arrival","Scheduled","Thousand","3.2"
"Passengers","2023 September","Dublin","Wales","Departure","Scheduled","Thousand","3.4"
"Passengers","2023 September","Dublin","Other UK (1)","Arrival","Scheduled","Thousand","2.7"
"Passengers","2023 September","Dublin","Other UK (1)","Departure","Scheduled","Thousand","3.1"
"Passengers","2023 September","Dublin","Iceland","Arrival","Scheduled","Thousand","8.1"
"Passengers","2023 September","Dublin","Iceland","Departure","Scheduled","Thousand","7.8"
"Passengers","2023 September","Dublin","Norway","Arrival","Scheduled","Thousand","6.3"
"Passengers","2023 September","Dublin","Norway","Departure","Scheduled","Thousand","5.8"
"Passengers","2023 September","Dublin","Russia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Russia","Departure","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Serbia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Serbia","Departure","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Switzerland","Arrival","Scheduled","Thousand","20"
"Passengers","2023 September","Dublin","Switzerland","Departure","Scheduled","Thousand","18.2"
"Passengers","2023 September","Dublin","Turkiye","Arrival","Scheduled","Thousand","24.3"
"Passengers","2023 September","Dublin","Turkiye","Departure","Scheduled","Thousand","20.8"
"Passengers","2023 September","Dublin","Other Europe (3)","Arrival","Scheduled","Thousand","6.2"
"Passengers","2023 September","Dublin","Other Europe (3)","Departure","Scheduled","Thousand","4.2"
"Passengers","2023 September","Dublin","Europe (48 Countries)","Arrival","Scheduled","Thousand","1275.2"
"Passengers","2023 September","Dublin","Europe (48 Countries)","Departure","Scheduled","Thousand","1260.5"
"Passengers","2023 September","Dublin","America","Arrival","Scheduled","Thousand","206.6"
"Passengers","2023 September","Dublin","America","Departure","Scheduled","Thousand","207.5"
"Passengers","2023 September","Dublin","Canada","Arrival","Scheduled","Thousand","34.8"
"Passengers","2023 September","Dublin","Canada","Departure","Scheduled","Thousand","34.4"
"Passengers","2023 September","Dublin","United States","Arrival","Scheduled","Thousand","171.8"
"Passengers","2023 September","Dublin","United States","Departure","Scheduled","Thousand","173"
"Passengers","2023 September","Dublin","Other America (5)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Other America (5)","Departure","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Africa (9)","Arrival","Scheduled","Thousand","5.2"
"Passengers","2023 September","Dublin","Africa (9)","Departure","Scheduled","Thousand","4.3"
"Passengers","2023 September","Dublin","Eygpt","Arrival","Scheduled","Thousand","2.2"
"Passengers","2023 September","Dublin","Eygpt","Departure","Scheduled","Thousand","1.6"
"Passengers","2023 September","Dublin","Morocco","Arrival","Scheduled","Thousand","3"
"Passengers","2023 September","Dublin","Morocco","Departure","Scheduled","Thousand","2.7"
"Passengers","2023 September","Dublin","Tunisia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Tunisia","Departure","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Other Africa (6)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Other Africa (6)","Departure","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Asia (8)","Arrival","Scheduled","Thousand","46.9"
"Passengers","2023 September","Dublin","Asia (8)","Departure","Scheduled","Thousand","42.5"
"Passengers","2023 September","Dublin","Bahrain","Arrival","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Bahrain","Departure","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Israel","Arrival","Scheduled","Thousand","1.4"
"Passengers","2023 September","Dublin","Israel","Departure","Scheduled","Thousand","1.4"
"Passengers","2023 September","Dublin","United Arab Emirates","Arrival","Scheduled","Thousand","29.1"
"Passengers","2023 September","Dublin","United Arab Emirates","Departure","Scheduled","Thousand","26.3"
"Passengers","2023 September","Dublin","Other Asian countries (4)","Arrival","Scheduled","Thousand","16.4"
"Passengers","2023 September","Dublin","Other Asian countries (4)","Departure","Scheduled","Thousand","14.8"
"Passengers","2023 September","Dublin","Oceania and Polar regions (1)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Oceania and Polar regions (1)","Departure","Scheduled","Thousand","0"
