Airports in Ireland,Country,Direction,VALUE,year,month,real_number
Dublin,All Countries,Arrival,1056.4,2023,1,1056400
Dublin,All Countries,Departure,1014.5,2023,1,1014500
Dublin,Ireland (domestic),Arrival,5.7,2023,1,5700
Dublin,Ireland (domestic),Departure,3.7,2023,1,3700
Dublin,Austria,Arrival,8.7,2023,1,8700
Dublin,Austria,Departure,7.9,2023,1,7900
Dublin,Belgium,Arrival,17.4,2023,1,17400
Dublin,Belgium,Departure,16.9,2023,1,16900
Dublin,Bulgaria,Arrival,6.1,2023,1,6100
Dublin,Bulgaria,Departure,5.4,2023,1,5400
Dublin,Croatia,Arrival,3.1,2023,1,3100
Dublin,Croatia,Departure,2.7,2023,1,2700
Dublin,Cyprus,Arrival,0.8,2023,1,800
Dublin,Cyprus,Departure,0.7,2023,1,700
Dublin,Czechia,Arrival,8.1,2023,1,8100
Dublin,Czechia,Departure,7.5,2023,1,7500
Dublin,Denmark,Arrival,8.6,2023,1,8600
Dublin,Denmark,Departure,8.3,2023,1,8300
Dublin,Estonia,Arrival,1.5,2023,1,1500
Dublin,Estonia,Departure,1.4,2023,1,1400
Dublin,Finland,Arrival,5.1,2023,1,5100
Dublin,Finland,Departure,4.8,2023,1,4800
Dublin,France,Arrival,72.4,2023,1,72400
Dublin,France,Departure,66.2,2023,1,66200
Dublin,Germany,Arrival,63.8,2023,1,63800
Dublin,Germany,Departure,59.8,2023,1,59800
Dublin,Greece,Arrival,2.2,2023,1,2200
Dublin,Greece,Departure,2.0,2023,1,2000
Dublin,Hungary,Arrival,8.6,2023,1,8600
Dublin,Hungary,Departure,7.7,2023,1,7700
Dublin,Italy,Arrival,52.6,2023,1,52600
Dublin,Italy,Departure,47.6,2023,1,47600
Dublin,Latvia,Arrival,4.6,2023,1,4600
Dublin,Latvia,Departure,4.4,2023,1,4400
Dublin,Lithuania,Arrival,10.1,2023,1,10100
Dublin,Lithuania,Departure,8.8,2023,1,8800
Dublin,Luxembourg,Arrival,3.5,2023,1,3500
Dublin,Luxembourg,Departure,3.5,2023,1,3500
Dublin,Malta,Arrival,2.5,2023,1,2500
Dublin,Malta,Departure,2.6,2023,1,2600
Dublin,Netherlands,Arrival,44.8,2023,1,44800
Dublin,Netherlands,Departure,44.9,2023,1,44900
Dublin,Poland,Arrival,40.8,2023,1,40800
Dublin,Poland,Departure,33.9,2023,1,33900
Dublin,Portugal,Arrival,33.1,2023,1,33100
Dublin,Portugal,Departure,27.8,2023,1,27800
Dublin,Romania,Arrival,17.2,2023,1,17200
Dublin,Romania,Departure,10.9,2023,1,10900
Dublin,Slovakia,Arrival,5.1,2023,1,5100
Dublin,Slovakia,Departure,4.4,2023,1,4400
Dublin,Slovenia,Arrival,0.0,2023,1,0
Dublin,Slovenia,Departure,0.0,2023,1,0
Dublin,Spain,Arrival,85.2,2023,1,85200
Dublin,Spain,Departure,73.5,2023,1,73500
Dublin,Canary Islands,Arrival,42.7,2023,1,42700
Dublin,Canary Islands,Departure,40.0,2023,1,40000
Dublin,Sweden,Arrival,2.9,2023,1,2900
Dublin,Sweden,Departure,3.2,2023,1,3200
Dublin,EU27 excl Ireland 2020,Arrival,551.5,2023,1,551500
Dublin,EU27 excl Ireland 2020,Departure,496.9,2023,1,496900
Dublin,United Kingdom (1),Arrival,321.8,2023,1,321800
Dublin,United Kingdom (1),Departure,335.4,2023,1,335400
Dublin,England,Arrival,276.4,2023,1,276400
Dublin,England,Departure,288.6,2023,1,288600
Dublin,Northern Ireland,Arrival,0.0,2023,1,0
Dublin,Northern Ireland,Departure,0.0,2023,1,0
Dublin,Scotland,Arrival,42.0,2023,1,42000
Dublin,Scotland,Departure,43.1,2023,1,43100
Dublin,Wales,Arrival,2.4,2023,1,2400
Dublin,Wales,Departure,2.6,2023,1,2600
Dublin,Other UK (1),Arrival,1.0,2023,1,1000
Dublin,Other UK (1),Departure,1.2,2023,1,1200
Dublin,Iceland,Arrival,5.5,2023,1,5500
Dublin,Iceland,Departure,5.3,2023,1,5300
Dublin,Norway,Arrival,1.8,2023,1,1800
Dublin,Norway,Departure,2.0,2023,1,2000
Dublin,Russia,Arrival,0.0,2023,1,0
Dublin,Russia,Departure,0.0,2023,1,0
Dublin,Serbia,Arrival,0.0,2023,1,0
Dublin,Serbia,Departure,0.0,2023,1,0
Dublin,Switzerland,Arrival,16.4,2023,1,16400
Dublin,Switzerland,Departure,16.3,2023,1,16300
Dublin,Turkiye,Arrival,13.6,2023,1,13600
Dublin,Turkiye,Departure,12.4,2023,1,12400
Dublin,Other Europe (3),Arrival,7.4,2023,1,7400
Dublin,Other Europe (3),Departure,3.5,2023,1,3500
Dublin,Europe (48 Countries),Arrival,923.7,2023,1,923700
Dublin,Europe (48 Countries),Departure,875.6,2023,1,875600
Dublin,America,Arrival,87.0,2023,1,87000
Dublin,America,Departure,94.5,2023,1,94500
Dublin,Canada,Arrival,9.3,2023,1,9300
Dublin,Canada,Departure,9.8,2023,1,9800
Dublin,United States,Arrival,77.7,2023,1,77700
Dublin,United States,Departure,84.7,2023,1,84700
Dublin,Other America (5),Arrival,0.0,2023,1,0
Dublin,Other America (5),Departure,0.0,2023,1,0
Dublin,Africa (9),Arrival,5.5,2023,1,5500
Dublin,Africa (9),Departure,4.7,2023,1,4700
Dublin,Eygpt,Arrival,2.0,2023,1,2000
Dublin,Eygpt,Departure,1.4,2023,1,1400
Dublin,Morocco,Arrival,3.5,2023,1,3500
Dublin,Morocco,Departure,3.3,2023,1,3300
Dublin,Tunisia,Arrival,0.0,2023,1,0
Dublin,Tunisia,Departure,0.0,2023,1,0
Dublin,Other Africa (6),Arrival,0.0,2023,1,0
Dublin,Other Africa (6),Departure,0.0,2023,1,0
Dublin,Asia (8),Arrival,40.1,2023,1,40100
Dublin,Asia (8),Departure,39.7,2023,1,39700
Dublin,Bahrain,Arrival,0.0,2023,1,0
Dublin,Bahrain,Departure,0.0,2023,1,0
Dublin,Israel,Arrival,0.0,2023,1,0
Dublin,Israel,Departure,0.0,2023,1,0
Dublin,United Arab Emirates,Arrival,28.1,2023,1,28100
Dublin,United Arab Emirates,Departure,27.8,2023,1,27800
Dublin,Other Asian countries (4),Arrival,12.1,2023,1,12100
Dublin,Other Asian countries (4),Departure,11.9,2023,1,11900
Dublin,Oceania and Polar regions (1),Arrival,0.0,2023,1,0
Dublin,Oceania and Polar regions (1),Departure,0.0,2023,1,0
Dublin,All Countries,Arrival,1006.3,2023,2,1006300
Dublin,All Countries,Departure,994.0,2023,2,994000
Dublin,Ireland (domestic),Arrival,6.2,2023,2,6200
Dublin,Ireland (domestic),Departure,4.7,2023,2,4700
Dublin,Austria,Arrival,8.6,2023,2,8600
Dublin,Austria,Departure,8.4,2023,2,8400
Dublin,Belgium,Arrival,17.1,2023,2,17100
Dublin,Belgium,Departure,16.5,2023,2,16500
Dublin,Bulgaria,Arrival,5.2,2023,2,5200
Dublin,Bulgaria,Departure,5.1,2023,2,5100
Dublin,Croatia,Arrival,2.2,2023,2,2200
Dublin,Croatia,Departure,2.2,2023,2,2200
Dublin,Cyprus,Arrival,0.6,2023,2,600
Dublin,Cyprus,Departure,0.7,2023,2,700
Dublin,Czechia,Arrival,7.3,2023,2,7300
Dublin,Czechia,Departure,7.2,2023,2,7200
Dublin,Denmark,Arrival,8.5,2023,2,8500
Dublin,Denmark,Departure,8.7,2023,2,8700
Dublin,Estonia,Arrival,1.3,2023,2,1300
Dublin,Estonia,Departure,1.3,2023,2,1300
Dublin,Finland,Arrival,4.2,2023,2,4200
Dublin,Finland,Departure,3.9,2023,2,3900
Dublin,France,Arrival,69.1,2023,2,69100
Dublin,France,Departure,66.9,2023,2,66900
Dublin,Germany,Arrival,59.7,2023,2,59700
Dublin,Germany,Departure,58.7,2023,2,58700
Dublin,Greece,Arrival,1.4,2023,2,1400
Dublin,Greece,Departure,1.4,2023,2,1400
Dublin,Hungary,Arrival,7.0,2023,2,7000
Dublin,Hungary,Departure,7.1,2023,2,7100
Dublin,Italy,Arrival,49.8,2023,2,49800
Dublin,Italy,Departure,50.4,2023,2,50400
Dublin,Latvia,Arrival,3.7,2023,2,3700
Dublin,Latvia,Departure,3.6,2023,2,3600
Dublin,Lithuania,Arrival,8.5,2023,2,8500
Dublin,Lithuania,Departure,8.5,2023,2,8500
Dublin,Luxembourg,Arrival,3.5,2023,2,3500
Dublin,Luxembourg,Departure,3.5,2023,2,3500
Dublin,Malta,Arrival,2.1,2023,2,2100
Dublin,Malta,Departure,2.1,2023,2,2100
Dublin,Netherlands,Arrival,44.3,2023,2,44300
Dublin,Netherlands,Departure,41.3,2023,2,41300
Dublin,Poland,Arrival,33.6,2023,2,33600
Dublin,Poland,Departure,33.0,2023,2,33000
Dublin,Portugal,Arrival,30.5,2023,2,30500
Dublin,Portugal,Departure,32.0,2023,2,32000
Dublin,Romania,Arrival,12.3,2023,2,12300
Dublin,Romania,Departure,11.1,2023,2,11100
Dublin,Slovakia,Arrival,4.3,2023,2,4300
Dublin,Slovakia,Departure,4.1,2023,2,4100
Dublin,Slovenia,Arrival,0.0,2023,2,0
Dublin,Slovenia,Departure,0.0,2023,2,0
Dublin,Spain,Arrival,75.9,2023,2,75900
Dublin,Spain,Departure,76.6,2023,2,76600
Dublin,Canary Islands,Arrival,37.2,2023,2,37200
Dublin,Canary Islands,Departure,36.7,2023,2,36700
Dublin,Sweden,Arrival,3.3,2023,2,3300
Dublin,Sweden,Departure,3.3,2023,2,3300
Dublin,EU27 excl Ireland 2020,Arrival,501.3,2023,2,501300
Dublin,EU27 excl Ireland 2020,Departure,494.6,2023,2,494600
Dublin,United Kingdom (1),Arrival,347.3,2023,2,347300
Dublin,United Kingdom (1),Departure,345.8,2023,2,345800
Dublin,England,Arrival,298.6,2023,2,298600
Dublin,England,Departure,297.9,2023,2,297900
Dublin,Northern Ireland,Arrival,1.2,2023,2,1200
Dublin,Northern Ireland,Departure,0.0,2023,2,0
Dublin,Scotland,Arrival,42.5,2023,2,42500
Dublin,Scotland,Departure,42.7,2023,2,42700
Dublin,Wales,Arrival,4.0,2023,2,4000
Dublin,Wales,Departure,4.0,2023,2,4000
Dublin,Other UK (1),Arrival,1.0,2023,2,1000
Dublin,Other UK (1),Departure,1.2,2023,2,1200
Dublin,Iceland,Arrival,5.4,2023,2,5400
Dublin,Iceland,Departure,5.5,2023,2,5500
Dublin,Norway,Arrival,2.6,2023,2,2600
Dublin,Norway,Departure,2.7,2023,2,2700
Dublin,Russia,Arrival,0.0,2023,2,0
Dublin,Russia,Departure,0.0,2023,2,0
Dublin,Serbia,Arrival,0.0,2023,2,0
Dublin,Serbia,Departure,0.0,2023,2,0
Dublin,Switzerland,Arrival,16.5,2023,2,16500
Dublin,Switzerland,Departure,16.7,2023,2,16700
Dublin,Turkiye,Arrival,10.6,2023,2,10600
Dublin,Turkiye,Departure,9.9,2023,2,9900
Dublin,Other Europe (3),Arrival,4.6,2023,2,4600
Dublin,Other Europe (3),Departure,3.2,2023,2,3200
Dublin,Europe (48 Countries),Arrival,894.5,2023,2,894500
Dublin,Europe (48 Countries),Departure,883.1,2023,2,883100
Dublin,America,Arrival,72.4,2023,2,72400
Dublin,America,Departure,74.0,2023,2,74000
Dublin,Canada,Arrival,9.0,2023,2,9000
Dublin,Canada,Departure,9.2,2023,2,9200
Dublin,United States,Arrival,63.4,2023,2,63400
Dublin,United States,Departure,64.8,2023,2,64800
Dublin,Other America (5),Arrival,0.0,2023,2,0
Dublin,Other America (5),Departure,0.0,2023,2,0
Dublin,Africa (9),Arrival,4.3,2023,2,4300
Dublin,Africa (9),Departure,4.2,2023,2,4200
Dublin,Eygpt,Arrival,1.5,2023,2,1500
Dublin,Eygpt,Departure,1.5,2023,2,1500
Dublin,Morocco,Arrival,2.7,2023,2,2700
Dublin,Morocco,Departure,2.7,2023,2,2700
Dublin,Tunisia,Arrival,0.0,2023,2,0
Dublin,Tunisia,Departure,0.0,2023,2,0
Dublin,Other Africa (6),Arrival,0.0,2023,2,0
Dublin,Other Africa (6),Departure,0.0,2023,2,0
Dublin,Asia (8),Arrival,35.2,2023,2,35200
Dublin,Asia (8),Departure,32.7,2023,2,32700
Dublin,Bahrain,Arrival,0.0,2023,2,0
Dublin,Bahrain,Departure,0.0,2023,2,0
Dublin,Israel,Arrival,0.0,2023,2,0
Dublin,Israel,Departure,0.0,2023,2,0
Dublin,United Arab Emirates,Arrival,24.4,2023,2,24400
Dublin,United Arab Emirates,Departure,23.6,2023,2,23600
Dublin,Other Asian countries (4),Arrival,10.8,2023,2,10800
Dublin,Other Asian countries (4),Departure,9.1,2023,2,9100
Dublin,Oceania and Polar regions (1),Arrival,0.0,2023,2,0
Dublin,Oceania and Polar regions (1),Departure,0.0,2023,2,0
Dublin,All Countries,Arrival,1219.3,2023,3,1219300
Dublin,All Countries,Departure,1225.6,2023,3,1225600
Dublin,Ireland (domestic),Arrival,4.6,2023,3,4600
Dublin,Ireland (domestic),Departure,4.3,2023,3,4300
Dublin,Austria,Arrival,10.4,2023,3,10400
Dublin,Austria,Departure,10.1,2023,3,10100
Dublin,Belgium,Arrival,20.3,2023,3,20300
Dublin,Belgium,Departure,20.2,2023,3,20200
Dublin,Bulgaria,Arrival,5.0,2023,3,5000
Dublin,Bulgaria,Departure,4.8,2023,3,4800
Dublin,Croatia,Arrival,3.0,2023,3,3000
Dublin,Croatia,Departure,3.9,2023,3,3900
Dublin,Cyprus,Arrival,0.9,2023,3,900
Dublin,Cyprus,Departure,1.1,2023,3,1100
Dublin,Czechia,Arrival,8.4,2023,3,8400
Dublin,Czechia,Departure,8.4,2023,3,8400
Dublin,Denmark,Arrival,10.9,2023,3,10900
Dublin,Denmark,Departure,11.0,2023,3,11000
Dublin,Estonia,Arrival,1.2,2023,3,1200
Dublin,Estonia,Departure,1.3,2023,3,1300
Dublin,Finland,Arrival,4.6,2023,3,4600
Dublin,Finland,Departure,4.5,2023,3,4500
Dublin,France,Arrival,76.7,2023,3,76700
Dublin,France,Departure,81.2,2023,3,81200
Dublin,Germany,Arrival,76.4,2023,3,76400
Dublin,Germany,Departure,74.2,2023,3,74200
Dublin,Greece,Arrival,3.0,2023,3,3000
Dublin,Greece,Departure,4.1,2023,3,4100
Dublin,Hungary,Arrival,9.3,2023,3,9300
Dublin,Hungary,Departure,9.5,2023,3,9500
Dublin,Italy,Arrival,60.1,2023,3,60100
Dublin,Italy,Departure,62.6,2023,3,62600
Dublin,Latvia,Arrival,4.0,2023,3,4000
Dublin,Latvia,Departure,4.0,2023,3,4000
Dublin,Lithuania,Arrival,8.5,2023,3,8500
Dublin,Lithuania,Departure,8.7,2023,3,8700
Dublin,Luxembourg,Arrival,4.2,2023,3,4200
Dublin,Luxembourg,Departure,4.1,2023,3,4100
Dublin,Malta,Arrival,2.3,2023,3,2300
Dublin,Malta,Departure,2.3,2023,3,2300
Dublin,Netherlands,Arrival,50.9,2023,3,50900
Dublin,Netherlands,Departure,52.1,2023,3,52100
Dublin,Poland,Arrival,36.3,2023,3,36300
Dublin,Poland,Departure,36.5,2023,3,36500
Dublin,Portugal,Arrival,40.2,2023,3,40200
Dublin,Portugal,Departure,44.1,2023,3,44100
Dublin,Romania,Arrival,12.5,2023,3,12500
Dublin,Romania,Departure,12.8,2023,3,12800
Dublin,Slovakia,Arrival,4.2,2023,3,4200
Dublin,Slovakia,Departure,4.1,2023,3,4100
Dublin,Slovenia,Arrival,0.0,2023,3,0
Dublin,Slovenia,Departure,0.0,2023,3,0
Dublin,Spain,Arrival,95.2,2023,3,95200
Dublin,Spain,Departure,104.6,2023,3,104600
Dublin,Canary Islands,Arrival,39.4,2023,3,39400
Dublin,Canary Islands,Departure,40.7,2023,3,40700
Dublin,Sweden,Arrival,4.8,2023,3,4800
Dublin,Sweden,Departure,4.9,2023,3,4900
Dublin,EU27 excl Ireland 2020,Arrival,592.6,2023,3,592600
Dublin,EU27 excl Ireland 2020,Departure,615.7,2023,3,615700
Dublin,United Kingdom (1),Arrival,394.4,2023,3,394400
Dublin,United Kingdom (1),Departure,384.9,2023,3,384900
Dublin,England,Arrival,340.4,2023,3,340400
Dublin,England,Departure,330.7,2023,3,330700
Dublin,Northern Ireland,Arrival,0.0,2023,3,0
Dublin,Northern Ireland,Departure,0.0,2023,3,0
Dublin,Scotland,Arrival,49.8,2023,3,49800
Dublin,Scotland,Departure,49.8,2023,3,49800
Dublin,Wales,Arrival,2.8,2023,3,2800
Dublin,Wales,Departure,2.9,2023,3,2900
Dublin,Other UK (1),Arrival,1.5,2023,3,1500
Dublin,Other UK (1),Departure,1.5,2023,3,1500
Dublin,Iceland,Arrival,7.1,2023,3,7100
Dublin,Iceland,Departure,6.9,2023,3,6900
Dublin,Norway,Arrival,3.5,2023,3,3500
Dublin,Norway,Departure,3.5,2023,3,3500
Dublin,Russia,Arrival,0.0,2023,3,0
Dublin,Russia,Departure,0.0,2023,3,0
Dublin,Serbia,Arrival,0.0,2023,3,0
Dublin,Serbia,Departure,0.0,2023,3,0
Dublin,Switzerland,Arrival,19.3,2023,3,19300
Dublin,Switzerland,Departure,18.4,2023,3,18400
Dublin,Turkiye,Arrival,11.9,2023,3,11900
Dublin,Turkiye,Departure,12.6,2023,3,12600
Dublin,Other Europe (3),Arrival,3.5,2023,3,3500
Dublin,Other Europe (3),Departure,3.7,2023,3,3700
Dublin,Europe (48 Countries),Arrival,1036.9,2023,3,1036900
Dublin,Europe (48 Countries),Departure,1050.0,2023,3,1050000
Dublin,America,Arrival,136.2,2023,3,136200
Dublin,America,Departure,135.3,2023,3,135300
Dublin,Canada,Arrival,12.3,2023,3,12300
Dublin,Canada,Departure,13.1,2023,3,13100
Dublin,United States,Arrival,123.9,2023,3,123900
Dublin,United States,Departure,122.2,2023,3,122200
Dublin,Other America (5),Arrival,0.0,2023,3,0
Dublin,Other America (5),Departure,0.0,2023,3,0
Dublin,Africa (9),Arrival,4.7,2023,3,4700
Dublin,Africa (9),Departure,4.7,2023,3,4700
Dublin,Eygpt,Arrival,1.7,2023,3,1700
Dublin,Eygpt,Departure,1.7,2023,3,1700
Dublin,Morocco,Arrival,3.0,2023,3,3000
Dublin,Morocco,Departure,3.0,2023,3,3000
Dublin,Tunisia,Arrival,0.0,2023,3,0
Dublin,Tunisia,Departure,0.0,2023,3,0
Dublin,Other Africa (6),Arrival,0.0,2023,3,0
Dublin,Other Africa (6),Departure,0.0,2023,3,0
Dublin,Asia (8),Arrival,41.6,2023,3,41600
Dublin,Asia (8),Departure,35.6,2023,3,35600
Dublin,Bahrain,Arrival,0.0,2023,3,0
Dublin,Bahrain,Departure,0.0,2023,3,0
Dublin,Israel,Arrival,0.8,2023,3,800
Dublin,Israel,Departure,0.6,2023,3,600
Dublin,United Arab Emirates,Arrival,28.3,2023,3,28300
Dublin,United Arab Emirates,Departure,25.0,2023,3,25000
Dublin,Other Asian countries (4),Arrival,12.5,2023,3,12500
Dublin,Other Asian countries (4),Departure,9.9,2023,3,9900
Dublin,Oceania and Polar regions (1),Arrival,0.0,2023,3,0
Dublin,Oceania and Polar regions (1),Departure,0.0,2023,3,0
Dublin,All Countries,Arrival,1411.5,2023,4,1411500
Dublin,All Countries,Departure,1391.0,2023,4,1391000
Dublin,Ireland (domestic),Arrival,6.6,2023,4,6600
Dublin,Ireland (domestic),Departure,5.4,2023,4,5400
Dublin,Austria,Arrival,8.4,2023,4,8400
Dublin,Austria,Departure,8.2,2023,4,8200
Dublin,Belgium,Arrival,23.3,2023,4,23300
Dublin,Belgium,Departure,21.8,2023,4,21800
Dublin,Bulgaria,Arrival,1.5,2023,4,1500
Dublin,Bulgaria,Departure,1.7,2023,4,1700
Dublin,Croatia,Arrival,10.0,2023,4,10000
Dublin,Croatia,Departure,10.8,2023,4,10800
Dublin,Cyprus,Arrival,1.4,2023,4,1400
Dublin,Cyprus,Departure,1.4,2023,4,1400
Dublin,Czechia,Arrival,7.2,2023,4,7200
Dublin,Czechia,Departure,7.2,2023,4,7200
Dublin,Denmark,Arrival,14.9,2023,4,14900
Dublin,Denmark,Departure,15.0,2023,4,15000
Dublin,Estonia,Arrival,0.0,2023,4,0
Dublin,Estonia,Departure,0.0,2023,4,0
Dublin,Finland,Arrival,3.0,2023,4,3000
Dublin,Finland,Departure,2.9,2023,4,2900
Dublin,France,Arrival,98.0,2023,4,98000
Dublin,France,Departure,91.7,2023,4,91700
Dublin,Germany,Arrival,90.3,2023,4,90300
Dublin,Germany,Departure,87.9,2023,4,87900
Dublin,Greece,Arrival,11.2,2023,4,11200
Dublin,Greece,Departure,13.1,2023,4,13100
Dublin,Hungary,Arrival,8.0,2023,4,8000
Dublin,Hungary,Departure,8.0,2023,4,8000
Dublin,Italy,Arrival,81.5,2023,4,81500
Dublin,Italy,Departure,80.1,2023,4,80100
Dublin,Latvia,Arrival,4.2,2023,4,4200
Dublin,Latvia,Departure,4.3,2023,4,4300
Dublin,Lithuania,Arrival,6.5,2023,4,6500
Dublin,Lithuania,Departure,6.5,2023,4,6500
Dublin,Luxembourg,Arrival,4.4,2023,4,4400
Dublin,Luxembourg,Departure,4.2,2023,4,4200
Dublin,Malta,Arrival,3.0,2023,4,3000
Dublin,Malta,Departure,3.1,2023,4,3100
Dublin,Netherlands,Arrival,54.2,2023,4,54200
Dublin,Netherlands,Departure,50.9,2023,4,50900
Dublin,Poland,Arrival,34.1,2023,4,34100
Dublin,Poland,Departure,33.4,2023,4,33400
Dublin,Portugal,Arrival,61.2,2023,4,61200
Dublin,Portugal,Departure,60.7,2023,4,60700
Dublin,Romania,Arrival,12.7,2023,4,12700
Dublin,Romania,Departure,13.3,2023,4,13300
Dublin,Slovakia,Arrival,3.3,2023,4,3300
Dublin,Slovakia,Departure,3.3,2023,4,3300
Dublin,Slovenia,Arrival,0.0,2023,4,0
Dublin,Slovenia,Departure,0.0,2023,4,0
Dublin,Spain,Arrival,151.9,2023,4,151900
Dublin,Spain,Departure,155.0,2023,4,155000
Dublin,Canary Islands,Arrival,41.0,2023,4,41000
Dublin,Canary Islands,Departure,40.3,2023,4,40300
Dublin,Sweden,Arrival,8.4,2023,4,8400
Dublin,Sweden,Departure,8.1,2023,4,8100
Dublin,EU27 excl Ireland 2020,Arrival,743.6,2023,4,743600
Dublin,EU27 excl Ireland 2020,Departure,732.8,2023,4,732800
Dublin,United Kingdom (1),Arrival,405.4,2023,4,405400
Dublin,United Kingdom (1),Departure,406.9,2023,4,406900
Dublin,England,Arrival,344.3,2023,4,344300
Dublin,England,Departure,345.1,2023,4,345100
Dublin,Northern Ireland,Arrival,0.0,2023,4,0
Dublin,Northern Ireland,Departure,0.0,2023,4,0
Dublin,Scotland,Arrival,54.4,2023,4,54400
Dublin,Scotland,Departure,54.5,2023,4,54500
Dublin,Wales,Arrival,3.8,2023,4,3800
Dublin,Wales,Departure,4.0,2023,4,4000
Dublin,Other UK (1),Arrival,3.0,2023,4,3000
Dublin,Other UK (1),Departure,3.2,2023,4,3200
Dublin,Iceland,Arrival,7.2,2023,4,7200
Dublin,Iceland,Departure,6.7,2023,4,6700
Dublin,Norway,Arrival,4.2,2023,4,4200
Dublin,Norway,Departure,4.3,2023,4,4300
Dublin,Russia,Arrival,0.0,2023,4,0
Dublin,Russia,Departure,0.0,2023,4,0
Dublin,Serbia,Arrival,0.0,2023,4,0
Dublin,Serbia,Departure,0.0,2023,4,0
Dublin,Switzerland,Arrival,19.4,2023,4,19400
Dublin,Switzerland,Departure,17.6,2023,4,17600
Dublin,Turkiye,Arrival,16.6,2023,4,16600
Dublin,Turkiye,Departure,17.6,2023,4,17600
Dublin,Other Europe (3),Arrival,4.6,2023,4,4600
Dublin,Other Europe (3),Departure,5.8,2023,4,5800
Dublin,Europe (48 Countries),Arrival,1207.5,2023,4,1207500
Dublin,Europe (48 Countries),Departure,1197.1,2023,4,1197100
Dublin,America,Arrival,156.8,2023,4,156800
Dublin,America,Departure,153.0,2023,4,153000
Dublin,Canada,Arrival,16.5,2023,4,16500
Dublin,Canada,Departure,16.5,2023,4,16500
Dublin,United States,Arrival,140.3,2023,4,140300
Dublin,United States,Departure,136.6,2023,4,136600
Dublin,Other America (5),Arrival,0.0,2023,4,0
Dublin,Other America (5),Departure,0.0,2023,4,0
Dublin,Africa (9),Arrival,4.8,2023,4,4800
Dublin,Africa (9),Departure,4.9,2023,4,4900
Dublin,Eygpt,Arrival,1.9,2023,4,1900
Dublin,Eygpt,Departure,1.9,2023,4,1900
Dublin,Morocco,Arrival,3.0,2023,4,3000
Dublin,Morocco,Departure,3.0,2023,4,3000
Dublin,Tunisia,Arrival,0.0,2023,4,0
Dublin,Tunisia,Departure,0.0,2023,4,0
Dublin,Other Africa (6),Arrival,0.0,2023,4,0
Dublin,Other Africa (6),Departure,0.0,2023,4,0
Dublin,Asia (8),Arrival,42.3,2023,4,42300
Dublin,Asia (8),Departure,36.0,2023,4,36000
Dublin,Bahrain,Arrival,0.0,2023,4,0
Dublin,Bahrain,Departure,0.0,2023,4,0
Dublin,Israel,Arrival,1.4,2023,4,1400
Dublin,Israel,Departure,1.4,2023,4,1400
Dublin,United Arab Emirates,Arrival,28.8,2023,4,28800
Dublin,United Arab Emirates,Departure,24.6,2023,4,24600
Dublin,Other Asian countries (4),Arrival,12.0,2023,4,12000
Dublin,Other Asian countries (4),Departure,10.0,2023,4,10000
Dublin,Oceania and Polar regions (1),Arrival,0.0,2023,4,0
Dublin,Oceania and Polar regions (1),Departure,0.0,2023,4,0
Dublin,All Countries,Arrival,1491.4,2023,5,1491400
Dublin,All Countries,Departure,1510.4,2023,5,1510400
Dublin,Ireland (domestic),Arrival,7.4,2023,5,7400
Dublin,Ireland (domestic),Departure,6.0,2023,5,6000
Dublin,Austria,Arrival,8.9,2023,5,8900
Dublin,Austria,Departure,8.7,2023,5,8700
Dublin,Belgium,Arrival,22.9,2023,5,22900
Dublin,Belgium,Departure,23.9,2023,5,23900
Dublin,Bulgaria,Arrival,4.5,2023,5,4500
Dublin,Bulgaria,Departure,5.2,2023,5,5200
Dublin,Croatia,Arrival,15.6,2023,5,15600
Dublin,Croatia,Departure,17.4,2023,5,17400
Dublin,Cyprus,Arrival,1.6,2023,5,1600
Dublin,Cyprus,Departure,1.7,2023,5,1700
Dublin,Czechia,Arrival,7.0,2023,5,7000
Dublin,Czechia,Departure,7.4,2023,5,7400
Dublin,Denmark,Arrival,14.7,2023,5,14700
Dublin,Denmark,Departure,15.5,2023,5,15500
Dublin,Estonia,Arrival,0.0,2023,5,0
Dublin,Estonia,Departure,0.0,2023,5,0
Dublin,Finland,Arrival,3.0,2023,5,3000
Dublin,Finland,Departure,3.2,2023,5,3200
Dublin,France,Arrival,99.4,2023,5,99400
Dublin,France,Departure,111.6,2023,5,111600
Dublin,Germany,Arrival,88.2,2023,5,88200
Dublin,Germany,Departure,90.2,2023,5,90200
Dublin,Greece,Arrival,17.9,2023,5,17900
Dublin,Greece,Departure,21.1,2023,5,21100
Dublin,Hungary,Arrival,7.9,2023,5,7900
